date,quarter,house_id,house_type,sales_type,year_build,purchase_price,%_change_between_offer_and_purchase,no_rooms,sqm,sqm_price,address,zip_code,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%
11/5/2018,2018Q4,538573,Summerhouse,regular_sale,2021,260000,-33,5,92,2826.087,Wiesesmindevej 3A,4873,Væggerløse,Other islands,Zealand,0,0.81,2.12
11/5/2018,2018Q4,538491,Townhouse,regular_sale,1973,2395000,0,4,106,22594.34,Latyrushaven 43,2765,Smørum,"Capital, Copenhagen",Zealand,0,0.81,2.12
11/5/2018,2018Q4,538603,Apartment,regular_sale,2009,3245000,-2,3,89,36460.676,"Ib Schønbergs AllÃ© 7, 3",2500,Valby,"Capital, Copenhagen",Zealand,0,0.81,2.12
11/5/2018,2018Q4,538405,Villa,regular_sale,2002,1070000,0,4,124,8629.032,Horns Bjerge 3. 92,6857,Blåvand,South jutland,Jutland,0,0.81,2.12
11/5/2018,2018Q4,538508,Villa,regular_sale,1970,695000,0,5,134,5186.5674,Fasanvej 11,6500,Vojens,South jutland,Jutland,0,0.81,2.12
11/5/2018,2018Q4,538585,Villa,auction,1930,293300,0,5,119,2464.7058,Rønnevej 17,9681,Ranum,North jutland,Jutland,0,0.81,2.12
11/5/2018,2018Q4,538440,Villa,regular_sale,1929,6000000,0,5,184,32608.695,Stenurt Alle 8,2670,Greve,"Capital, Copenhagen",Zealand,0,0.81,2.12
11/5/2018,2018Q4,538524,Farm,regular_sale,1914,2275000,-19,6,247,9210.526,Tværforten 10,8722,Hedensted,East & mid jutland,Jutland,0,0.81,2.12
11/5/2018,2018Q4,538372,Villa,regular_sale,1977,1175000,-5,5,128,9179.6875,Højlund 76,6400,Sønderborg,South jutland,Jutland,0,0.81,2.12
11/5/2018,2018Q4,538435,Villa,family_sale,1989,1644254,0,5,135,12179.659,Brovej 7,2690,Karlslunde,"Capital, Copenhagen",Zealand,0,0.81,2.12
11/5/2018,2018Q4,538403,Villa,regular_sale,1963,1695000,-6,4,110,15409.091,Kongebrovej 20,4180,Sorø,Other islands,Zealand,0,0.81,2.12
11/5/2018,2018Q4,538451,Villa,regular_sale,1975,1995000,0,4,122,16352.459,Gevninge Bakkedrag 23,4000,Roskilde,Other islands,Zealand,0,0.81,2.12
11/5/2018,2018Q4,538441,Villa,family_sale,1987,2300000,0,4,145,15862.069,Trapgade 27,6300,Gråsten,South jutland,Jutland,0,0.81,2.12
11/5/2018,2018Q4,538436,Farm,family_sale,1938,817965,0,8,198,4131.136,Hovedgaden 2,6973,Arnhøj,South jutland,Jutland,0,0.81,2.12
11/5/2018,2018Q4,538360,Villa,regular_sale,1968,1995000,0,5,146,13664.384,Rubinvej 30,7000,Fredericia,South jutland,Jutland,0,0.81,2.12
11/5/2018,2018Q4,538382,Villa,regular_sale,1979,1450000,-3,4,138,10507.246,Digevangen 13,4660,Store Heddinge,Other islands,Zealand,0,0.81,2.12
11/5/2018,2018Q4,538460,Villa,family_sale,1967,1125000,0,5,134,8395.522,Spjeldager 25,2630,Taastrup,"Capital, Copenhagen",Zealand,0,0.81,2.12
11/4/2018,2018Q4,538877,Villa,regular_sale,1920,545000,0,4,101,5396.0396,Vigsnæsvej 8,4862,Guldborg,Other islands,Zealand,0,0.81,2.12
11/4/2018,2018Q4,538633,Villa,regular_sale,1976,2000000,0,5,196,10204.082,Holmevej 20,8920,Randers NV,East & mid jutland,Jutland,0,0.81,2.12
11/4/2018,2018Q4,538761,Apartment,regular_sale,1926,1530000,-4,3,82,18658.537,"Islandsgade 9, 1. tv",9000,Aalborg,North jutland,Jutland,0,0.81,2.12
11/4/2018,2018Q4,538627,Villa,regular_sale,1950,1675000,-9,6,147,11394.558,Acacievej 1,4060,Kirke Såby,Other islands,Zealand,0,0.81,2.12
11/4/2018,2018Q4,538848,Apartment,regular_sale,2021,1200000,0,2,71,16901.408,Tværgade 4D,8620,Kjellerup,East & mid jutland,Jutland,0,0.81,2.12
11/4/2018,2018Q4,538642,Apartment,regular_sale,1938,1800000,-3,2,59,30508.475,"Plantevej 27, 3. mf",2870,Dyssegård,"Capital, Copenhagen",Zealand,0,0.81,2.12
11/4/2018,2018Q4,538722,Apartment,regular_sale,1898,5800000,0,4,113,51327.434,"Willemoesgade 62, 3. tv",2100,København A,"Capital, Copenhagen",Zealand,0,0.81,2.12
11/4/2018,2018Q4,538692,Summerhouse,regular_sale,1976,1800000,-10,4,116,15517.241,Rågevangsvej 21C,3210,Vejby,North Zealand,Zealand,0,0.81,2.12
11/4/2018,2018Q4,538619,Townhouse,regular_sale,1986,2400000,-4,3,99,24242.424,Stampevænget 2,2970,Hørsholm,"Capital, Copenhagen",Zealand,0,0.81,2.12
11/4/2018,2018Q4,538655,Villa,regular_sale,1911,695000,0,5,130,5346.154,Herredsvej 304,4944,Fejø,Other islands,Zealand,0,0.81,2.12
11/4/2018,2018Q4,538894,Summerhouse,regular_sale,1963,530000,-4,4,75,7066.6665,Kratvej 22,4571,Grevinge,Other islands,Zealand,0,0.81,2.12
11/4/2018,2018Q4,538661,Farm,family_sale,1927,1200000,0,5,152,7894.737,Middelfartvej 33,5610,Assens,Fyn & islands,Fyn & islands,0,0.81,2.12
11/4/2018,2018Q4,538629,Villa,regular_sale,1978,2600000,-4,4,114,22807.018,Dyrlægegårds Alle 102,3600,Frederikssund,North Zealand,Zealand,0,0.81,2.12
11/4/2018,2018Q4,538786,Villa,regular_sale,1925,1420000,-2,3,118,12033.898,Nordre Dybbølvej 27,7000,Fredericia,South jutland,Jutland,0,0.81,2.12
11/4/2018,2018Q4,538711,Apartment,regular_sale,1987,550000,-8,2,89,6179.7754,"Kirkegade 1A, 3",7480,Vildbjerg,South jutland,Jutland,0,0.81,2.12
11/3/2018,2018Q4,538965,Apartment,regular_sale,1989,5195000,0,5,199,26105.527,"Thoravej 14, 1. 3",2400,København NV,"Capital, Copenhagen",Zealand,0,0.81,2.12
11/3/2018,2018Q4,538929,Townhouse,regular_sale,1981,3150000,-4,6,117,26923.076,Langebjergvej 259E,3050,Humlebæk,North Zealand,Zealand,0,0.81,2.12
11/3/2018,2018Q4,538916,Summerhouse,regular_sale,1968,1045000,-9,5,141,7411.3477,Skaus-Ager 36,3250,Gilleleje,North Zealand,Zealand,0,0.81,2.12
11/2/2018,2018Q4,539013,Apartment,family_sale,1926,675000,0,3,74,9121.622,"Finlandsgade 12, 1. th",9000,Aalborg,North jutland,Jutland,0,0.81,2.12
11/2/2018,2018Q4,538985,Townhouse,other_sale,1975,1210550,0,4,131,9240.84,Hyrdeengen 311,2625,Vallensbæk,"Capital, Copenhagen",Zealand,0,0.81,2.12
11/2/2018,2018Q4,539002,Summerhouse,family_sale,1998,733125,0,3,53,13832.547,Varnæsvej 217,6200,Aabenraa,South jutland,Jutland,0,0.81,2.12
11/2/2018,2018Q4,538995,Summerhouse,family_sale,1966,2000000,0,3,60,33333.332,Fyrreåsen 2,4581,Rørvig,Other islands,Zealand,0,0.81,2.12
11/2/2018,2018Q4,538989,Summerhouse,regular_sale,1938,2125000,-2,3,50,42500,Svenstrup Strandvej 131,4220,Korsør,Other islands,Zealand,0,0.81,2.12
11/2/2018,2018Q4,538997,Villa,regular_sale,1916,1895000,-5,4,251,7549.801,Havensvej 34,9352,Dybvad,North jutland,Jutland,0,0.81,2.12
11/2/2018,2018Q4,539003,Villa,family_sale,1959,416500,0,6,142,2933.0986,Druevang 1,6430,Nordborg,South jutland,Jutland,0,0.81,2.12
11/2/2018,2018Q4,539016,Villa,regular_sale,1984,3450000,-1,5,143,24125.875,Kirkegade 26,2650,Hvidovre,"Capital, Copenhagen",Zealand,0,0.81,2.12
11/1/2018,2018Q4,539031,Villa,regular_sale,1999,2360000,0,6,153,15424.837,Skytteengen 3,4230,Skælskør,Other islands,Zealand,0,0.81,2.12
11/1/2018,2018Q4,539136,Villa,regular_sale,1967,1050000,-4,4,149,7046.98,Randersgade 45,9900,Frederikshavn,North jutland,Jutland,0,0.81,2.12
11/1/2018,2018Q4,539216,Townhouse,regular_sale,2023,260000,-13,3,98,2653.0613,Skoleparken 9A,9480,Løkken,North jutland,Jutland,0,0.81,2.12
11/1/2018,2018Q4,539265,Villa,regular_sale,1985,2320000,0,5,150,15466.667,Storebæltsvænget 82,5500,Middelfart,Fyn & islands,Fyn & islands,0,0.81,2.12
11/1/2018,2018Q4,539110,Summerhouse,regular_sale,1961,650000,-6,3,55,11818.182,Søvænget 2,4500,Nykøbing Sj,Other islands,Zealand,0,0.81,2.12
11/1/2018,2018Q4,539272,Villa,regular_sale,1965,1725000,-4,4,127,13582.677,Kystparken 112,6710,Esbjerg V,South jutland,Jutland,0,0.81,2.12
11/1/2018,2018Q4,539107,Townhouse,regular_sale,1988,1000000,-5,5,112,8928.571,Stationsvej 17A,7361,Ejstrupholm,South jutland,Jutland,0,0.81,2.12
11/1/2018,2018Q4,539093,Summerhouse,regular_sale,1976,410000,-9,3,46,8913.044,Alrum 24,6980,Tim,South jutland,Jutland,0,0.81,2.12
11/1/2018,2018Q4,539049,Summerhouse,regular_sale,2004,2870000,-1,4,113,25398.23,Ravnsager 11,8300,Odder,East & mid jutland,Jutland,0,0.81,2.12
11/1/2018,2018Q4,539167,Summerhouse,regular_sale,2020,3925000,-13,4,150,26166.666,Jensinesvej 26,9480,Løkken,North jutland,Jutland,0,0.81,2.12
11/1/2018,2018Q4,539160,Villa,family_sale,1888,700000,0,3,118,5932.2036,Rosted Skovvej 2,4200,Slagelse,Other islands,Zealand,0,0.81,2.12
11/1/2018,2018Q4,539229,Villa,regular_sale,1928,2095000,-9,4,114,18377.193,Søndergade 38,9480,Løkken,North jutland,Jutland,0,0.81,2.12
11/1/2018,2018Q4,539226,Villa,regular_sale,2012,2085000,-3,4,184,11331.521,Slettebjergvej 26,4295,Stenlille,Other islands,Zealand,0,0.81,2.12
11/1/2018,2018Q4,539142,Townhouse,regular_sale,1975,1550000,-13,3,77,20129.871,Kilevangen 2,4622,Havdrup,Other islands,Zealand,0,0.81,2.12
11/1/2018,2018Q4,539232,Villa,regular_sale,2013,2965000,-1,5,174,17040.23,Hedeparken 1,9700,Brønderslev,North jutland,Jutland,0,0.81,2.12
11/1/2018,2018Q4,539273,Townhouse,regular_sale,2019,400000,0,3,91,4395.6045,Skovbærvej 10,4654,Faxe Ladeplads,Other islands,Zealand,0,0.81,2.12
11/1/2018,2018Q4,539130,Villa,regular_sale,1923,2775000,0,6,144,19270.834,Hovmarksvej 46,2920,Charlottenlund,"Capital, Copenhagen",Zealand,0,0.81,2.12
11/1/2018,2018Q4,539060,Townhouse,regular_sale,1975,1995000,0,4,130,15346.154,Romerparken 20,6000,Kolding,South jutland,Jutland,0,0.81,2.12
11/1/2018,2018Q4,539204,Villa,regular_sale,1976,915000,-2,4,136,6727.9414,Vindelevgård 48,7830,Vinderup,South jutland,Jutland,0,0.81,2.12
11/1/2018,2018Q4,539203,Villa,regular_sale,2006,2650000,-2,5,143,18531.469,Meteorvej 26,4700,Næstved,Other islands,Zealand,0,0.81,2.12
11/1/2018,2018Q4,539169,Villa,family_sale,1975,1200000,0,4,169,7100.592,Slejpnersvej 5,4873,Væggerløse,Other islands,Zealand,0,0.81,2.12
11/1/2018,2018Q4,539041,Villa,regular_sale,1972,1425000,-4,5,199,7160.804,Vestervænget 50,6900,Skjern,South jutland,Jutland,0,0.81,2.12
10/31/2018,2018Q4,539396,Villa,regular_sale,1967,600000,0,4,135,4444.4443,Smedevej 9,4735,Mern,Other islands,Zealand,0,0.81,2.12
10/31/2018,2018Q4,539400,Villa,regular_sale,2006,3550000,-4,6,170,20882.354,Høje Nibe 12,9240,Nibe,North jutland,Jutland,0,0.81,2.12
10/31/2018,2018Q4,539372,Villa,regular_sale,2007,2726000,1,5,138,19753.623,Lunden 4,9230,Svenstrup J,North jutland,Jutland,0,0.81,2.12
10/31/2018,2018Q4,539314,Villa,regular_sale,1953,925000,-20,12,268,3451.4924,Møllevej 2,4400,Kalundborg,Other islands,Zealand,0,0.81,2.12
10/31/2018,2018Q4,539448,Villa,regular_sale,2007,1900000,-2,4,116,16379.311,Klitheden Nord 29,9492,Blokhus,North jutland,Jutland,0,0.81,2.12
10/31/2018,2018Q4,539504,Villa,family_sale,2005,480500,0,3,101,4757.426,Bogøvej 11B,5450,Otterup,Fyn & islands,Fyn & islands,0,0.81,2.12
10/31/2018,2018Q4,539330,Farm,regular_sale,1939,3250000,-4,5,140,23214.285,Firhøjvej 86,3250,Gilleleje,North Zealand,Zealand,0,0.81,2.12
10/31/2018,2018Q4,539523,Villa,regular_sale,2020,3020000,0,4,154,19610.389,Asterlindparken 34,7400,Herning,South jutland,Jutland,0,0.81,2.12
10/31/2018,2018Q4,539574,Townhouse,regular_sale,2008,3525000,1,3,81,43518.52,Engløkken 23,2791,Dragør,"Capital, Copenhagen",Zealand,0,0.81,2.12
10/31/2018,2018Q4,539313,Apartment,regular_sale,1940,1695000,0,2,50,33900,"Rossinisvej 6, st. th",2450,København SV,"Capital, Copenhagen",Zealand,0,0.81,2.12
10/31/2018,2018Q4,539533,Villa,regular_sale,1910,1175000,-2,3,112,10491.071,Kaj Lykkes Alle 8,6740,Bramming,South jutland,Jutland,0,0.81,2.12
10/31/2018,2018Q4,539546,Villa,regular_sale,2000,1950000,-2,4,115,16956.521,Møllebakken 51,8471,Sabro,East & mid jutland,Jutland,0,0.81,2.12
10/30/2018,2018Q4,539830,Townhouse,regular_sale,2019,5600000,0,4,138,40579.71,Vierdiget 22,2791,Dragør,"Capital, Copenhagen",Zealand,0,0.81,2.12
10/30/2018,2018Q4,539638,Villa,regular_sale,1924,8500000,-6,8,366,23224.043,Bukkeballevej 3A,2960,Rungsted Kyst,"Capital, Copenhagen",Zealand,0,0.81,2.12
10/30/2018,2018Q4,539616,Summerhouse,regular_sale,2005,1225000,-2,4,87,14080.46,Nellikevej 11,7620,Lemvig,South jutland,Jutland,0,0.81,2.12
10/30/2018,2018Q4,539728,Summerhouse,family_sale,1968,783500,0,4,71,11035.211,Peter Hermansensvej 41,9850,Hirtshals,North jutland,Jutland,0,0.81,2.12
10/30/2018,2018Q4,539679,Villa,regular_sale,1962,510000,0,6,160,3187.5,Brande Landevej 8,7260,Sønder Omme,South jutland,Jutland,0,0.81,2.12
10/30/2018,2018Q4,539912,Villa,regular_sale,1887,825000,-8,5,177,4661.017,Holstebrovej 185,8800,Viborg,East & mid jutland,Jutland,0,0.81,2.12
10/30/2018,2018Q4,539865,Villa,regular_sale,1999,1600000,-6,5,153,10457.517,Tennisvej 46,9690,Fjerritslev,North jutland,Jutland,0,0.81,2.12
10/30/2018,2018Q4,539844,Villa,regular_sale,1972,257559,0,4,113,2279.2832,Rubyvej 37,7770,Vestervig,South jutland,Jutland,0,0.81,2.12
10/30/2018,2018Q4,539733,Villa,regular_sale,1956,995000,0,3,117,8504.273,Sommervænget 12,9700,Brønderslev,North jutland,Jutland,0,0.81,2.12
10/30/2018,2018Q4,539772,Apartment,regular_sale,1917,260970,-30,3,80,3262.125,"Stationsvej 6, st",6823,Ansager,South jutland,Jutland,0,0.81,2.12
10/30/2018,2018Q4,539752,Villa,regular_sale,1934,2565000,-1,6,140,18321.428,Brydevej 12,5700,Svendborg,Fyn & islands,Fyn & islands,0,0.81,2.12
10/30/2018,2018Q4,539741,Villa,regular_sale,1931,1180000,-12,3,100,11800,Dønnevældevej 1,3230,Græsted,North Zealand,Zealand,0,0.81,2.12
10/30/2018,2018Q4,539630,Villa,family_sale,1900,1440000,0,9,237,6075.949,Udegårdsvejen 7,3730,Nexø,Bornholm,Bornholm,0,0.81,2.12
10/30/2018,2018Q4,539743,Villa,family_sale,1983,1100000,0,5,174,6321.839,Munkevej 14,6700,Esbjerg,South jutland,Jutland,0,0.81,2.12
10/30/2018,2018Q4,539782,Summerhouse,regular_sale,2004,1220000,-6,3,91,13406.594,Lævej 5,4873,Væggerløse,Other islands,Zealand,0,0.81,2.12
10/30/2018,2018Q4,539690,Villa,regular_sale,1969,1200000,-4,5,169,7100.592,Kastanievej 10,9300,Sæby,North jutland,Jutland,0,0.81,2.12
10/30/2018,2018Q4,539894,Villa,regular_sale,2019,745000,0,6,198,3762.6262,Normandshave 26,8700,Horsens,East & mid jutland,Jutland,0,0.81,2.12
10/30/2018,2018Q4,539688,Villa,family_sale,1877,1020000,0,4,90,11333.333,Korskær 13,4000,Roskilde,Other islands,Zealand,0,0.81,2.12
10/30/2018,2018Q4,539686,Summerhouse,regular_sale,1964,1060000,-4,3,72,14722.223,Gaunøvej 1,4243,Rude,Other islands,Zealand,0,0.81,2.12
10/30/2018,2018Q4,539825,Villa,regular_sale,2019,800000,0,6,207,3864.7344,Gubsøbakken 8,8600,Silkeborg,East & mid jutland,Jutland,0,0.81,2.12
10/30/2018,2018Q4,539682,Villa,other_sale,1952,1350000,0,5,128,10546.875,Plantagevej 11,3600,Frederikssund,North Zealand,Zealand,0,0.81,2.12
10/30/2018,2018Q4,539628,Villa,regular_sale,1970,1400000,-6,6,162,8641.976,Søndergade 44,4490,Jerslev Sjælland,Other islands,Zealand,0,0.81,2.12
10/30/2018,2018Q4,539680,Villa,regular_sale,1959,1925000,-3,4,107,17990.654,Grethesvej 6,8220,Brabrand,East & mid jutland,Jutland,0,0.81,2.12
10/29/2018,2018Q4,540202,Villa,family_sale,1927,372500,0,6,158,2357.595,Ballingvej 55,7800,Skive,South jutland,Jutland,0,0.81,2.12
10/29/2018,2018Q4,539943,Apartment,regular_sale,1947,1500000,0,2,54,27777.777,"Maglegårds Alle 123, 2. tv",2860,Søborg,"Capital, Copenhagen",Zealand,0,0.81,2.12
10/29/2018,2018Q4,540139,Apartment,family_sale,1937,1239000,0,2,64,19359.375,"Frøbels Alle 3, 3. tv",2000,Frederiksberg,"Capital, Copenhagen",Zealand,0,0.81,2.12
10/29/2018,2018Q4,540174,Villa,regular_sale,1967,500000,-16,4,99,5050.505,Breumvej 70,7870,Roslev,South jutland,Jutland,0,0.81,2.12
10/29/2018,2018Q4,540125,Villa,regular_sale,1975,1110000,-14,5,149,7449.6646,Uglekær 34,6200,Aabenraa,South jutland,Jutland,0,0.81,2.12
10/29/2018,2018Q4,540194,Villa,regular_sale,1975,3825000,-4,5,177,21610.17,Smedievej 141,3400,Hillerød,North Zealand,Zealand,0,0.81,2.12
10/29/2018,2018Q4,540036,Villa,regular_sale,1976,1050000,-4,4,121,8677.686,Toftevej 8,8400,Ebeltoft,East & mid jutland,Jutland,0,0.81,2.12
10/29/2018,2018Q4,540010,Summerhouse,regular_sale,1985,1225000,-2,4,67,18283.582,Vesterledvej 92,6960,Hvide Sande,South jutland,Jutland,0,0.81,2.12
10/29/2018,2018Q4,540041,Summerhouse,family_sale,1969,642848,0,3,47,13677.617,Skovlunden 15,8300,Odder,East & mid jutland,Jutland,0,0.81,2.12
10/29/2018,2018Q4,540101,Villa,regular_sale,1969,850000,0,3,117,7264.957,Tværvej 22,4760,Vordingborg,Other islands,Zealand,0,0.81,2.12
10/29/2018,2018Q4,540172,Apartment,other_sale,2023,5490000,0,3,90,61000,"Brassøvej 23, st. 1",8240,Risskov,East & mid jutland,Jutland,0,0.81,2.12
10/29/2018,2018Q4,540182,Villa,regular_sale,2017,2348000,0,5,150,15653.333,Stenagervej 14,8752,Astbirk,East & mid jutland,Jutland,0,0.81,2.12
10/29/2018,2018Q4,540062,Apartment,family_sale,1938,500000,0,1,34,14705.883,"Langelandsgade 213, 1. tv",8200,Aarhus N,East & mid jutland,Jutland,0,0.81,2.12
10/29/2018,2018Q4,540142,Townhouse,regular_sale,1884,1215000,-1,4,63,19285.715,Hjulgårdsvej 7,8380,Trige,East & mid jutland,Jutland,0,0.81,2.12
10/28/2018,2018Q4,540509,Villa,regular_sale,1869,600000,0,5,160,3750,Lykkevej 14,6440,Augustenborg,South jutland,Jutland,0,0.81,2.12
10/28/2018,2018Q4,540550,Villa,regular_sale,1966,675000,0,4,119,5672.269,Møllemarksvej 7,4900,Nakskov,Other islands,Zealand,0,0.81,2.12
10/28/2018,2018Q4,540424,Villa,regular_sale,1965,5800000,-3,6,136,42647.06,Arnevangen 42,2840,Holte,"Capital, Copenhagen",Zealand,0,0.81,2.12
10/28/2018,2018Q4,540455,Townhouse,regular_sale,1964,3125000,-2,6,149,20973.154,Katrinebjergvej 98B,8200,Aarhus N,East & mid jutland,Jutland,0,0.81,2.12
10/28/2018,2018Q4,540453,Villa,regular_sale,1961,1625000,-2,8,175,9285.714,Karseløkken 9,5800,Nyborg,Fyn & islands,Fyn & islands,0,0.81,2.12
10/28/2018,2018Q4,540487,Villa,regular_sale,2021,380962,0,4,125,3047.696,"Skolelunden 1, st",6800,Varde,South jutland,Jutland,0,0.81,2.12
10/28/2018,2018Q4,540285,Villa,regular_sale,1943,329155,0,3,103,3195.6797,Wiffertsholmvej 47,9574,Bælum,North jutland,Jutland,0,0.81,2.12
10/28/2018,2018Q4,540540,Summerhouse,regular_sale,1946,1600000,0,3,102,15686.274,Strandvangsvej 69,8250,Egå,East & mid jutland,Jutland,0,0.81,2.12
10/28/2018,2018Q4,540252,Villa,regular_sale,1975,575000,-3,4,125,4600,Astvænget 22,7490,Aulum,South jutland,Jutland,0,0.81,2.12
10/28/2018,2018Q4,540450,Villa,regular_sale,1965,595000,0,4,128,4648.4375,Møllevænget 34,4970,Rødby,Other islands,Zealand,0,0.81,2.12
10/28/2018,2018Q4,540337,Apartment,regular_sale,1904,2230000,-1,2,54,41296.297,"Esromgade 28, st. th",2200,København N,"Capital, Copenhagen",Zealand,0,0.81,2.12
10/28/2018,2018Q4,540426,Villa,other_sale,1961,1800000,-5,4,178,10112.359,Grydhøj 12,6000,Kolding,South jutland,Jutland,0,0.81,2.12
10/28/2018,2018Q4,540482,Townhouse,regular_sale,2018,2750000,-2,4,145,18965.518,Tommelise 69,7500,Holstebro,South jutland,Jutland,0,0.81,2.12
10/28/2018,2018Q4,540500,Villa,regular_sale,2019,695000,0,5,186,3736.559,Thit Jensens Vej 1,9500,Hobro,North jutland,Jutland,0,0.81,2.12
10/28/2018,2018Q4,540481,Villa,regular_sale,2019,700000,0,5,210,3333.3333,Skovmærket 22,8700,Horsens,East & mid jutland,Jutland,0,0.81,2.12
10/28/2018,2018Q4,540318,Summerhouse,family_sale,1970,1105000,0,3,63,17539.682,Musvågevej 6,5800,Nyborg,Fyn & islands,Fyn & islands,0,0.81,2.12
10/28/2018,2018Q4,540344,Villa,regular_sale,1857,550000,-31,15,557,987.4327,Sdr Tingvej 4A,6630,Rødding,South jutland,Jutland,0,0.81,2.12
10/28/2018,2018Q4,540268,Villa,regular_sale,1962,570000,0,3,102,5588.2354,Løvlundvej 14,7250,Hejnsvig,South jutland,Jutland,0,0.81,2.12
10/28/2018,2018Q4,540391,Villa,regular_sale,1965,1295000,0,4,130,9961.538,Skovskellet 4,9310,Vodskov,North jutland,Jutland,0,0.81,2.12
10/28/2018,2018Q4,540366,Villa,regular_sale,1976,900000,0,8,190,4736.8423,Skolelodden 54,8530,Hjortshøj,East & mid jutland,Jutland,0,0.81,2.12
10/28/2018,2018Q4,540279,Apartment,family_sale,1730,825000,0,2,47,17553.191,"Anna Queens Stræde 3, 1",3000,Helsingør,North Zealand,Zealand,0,0.81,2.12
10/28/2018,2018Q4,540343,Farm,regular_sale,1907,4250000,0,5,176,24147.727,Løjt Sønderskovvej 260,6200,Aabenraa,South jutland,Jutland,0,0.81,2.12
10/28/2018,2018Q4,540266,Apartment,family_sale,1934,1895500,0,5,188,10082.447,"Råensvej 2, st",9000,Aalborg,North jutland,Jutland,0,0.81,2.12
10/28/2018,2018Q4,540465,Apartment,regular_sale,1927,3330000,0,3,85,39176.47,"Vestergade 78, 2. th",8000,Aarhus C,East & mid jutland,Jutland,0,0.81,2.12
10/28/2018,2018Q4,540308,Apartment,regular_sale,1963,3850000,-4,3,83,46385.543,"Kronprinsesse Sofies Vej 13, 2. th",2000,Frederiksberg,"Capital, Copenhagen",Zealand,0,0.81,2.12
10/28/2018,2018Q4,540253,Villa,regular_sale,1963,600000,-7,6,149,4026.8457,Knudsgade 57,9700,Brønderslev,North jutland,Jutland,0,0.81,2.12
10/27/2018,2018Q4,540579,Townhouse,regular_sale,1968,2400000,-3,4,106,22641.51,Fasanhusene 47,2620,Albertslund,"Capital, Copenhagen",Zealand,0,0.81,2.12
10/27/2018,2018Q4,540602,Villa,regular_sale,1916,12820000,0,7,208,61634.617,Strandvænget 7,8240,Risskov,East & mid jutland,Jutland,0,0.81,2.12
10/27/2018,2018Q4,540595,Villa,regular_sale,1939,3670000,-3,4,153,23986.928,"Vejlbovej 41, st",8600,Silkeborg,East & mid jutland,Jutland,0,0.81,2.12
10/27/2018,2018Q4,540553,Villa,regular_sale,1968,2960000,-1,5,148,20000,Axel Juels Alle 71,2750,Ballerup,"Capital, Copenhagen",Zealand,0,0.81,2.12
10/27/2018,2018Q4,540627,Townhouse,regular_sale,1870,9150000,2,6,162,56481.48,Gernersgade 67,1319,København K,"Capital, Copenhagen",Zealand,0,0.81,2.12
10/27/2018,2018Q4,540606,Summerhouse,regular_sale,2004,1900000,-5,4,82,23170.732,Aronsvej 325,4736,Karrebæksminde,Other islands,Zealand,0,0.81,2.12
10/27/2018,2018Q4,540615,Villa,regular_sale,1935,5800000,0,6,183,31693.988,Tybjergvej 31,2720,Vanløse,"Capital, Copenhagen",Zealand,0,0.81,2.12
10/27/2018,2018Q4,540576,Townhouse,regular_sale,1877,430000,-13,3,123,3495.935,Bredgade 21,4900,Nakskov,Other islands,Zealand,0,0.81,2.12
10/26/2018,2018Q4,540647,Villa,regular_sale,1959,400000,-6,3,100,4000,Bymosevej 8,7840,Højslev,South jutland,Jutland,0,0.81,2.12
10/26/2018,2018Q4,540703,Apartment,regular_sale,1890,2385000,0,4,144,16562.5,"Sct Nicolaj Gade 18B, st. tv",6760,Ribe,South jutland,Jutland,0,0.81,2.12
10/25/2018,2018Q4,540762,Townhouse,regular_sale,1972,2835000,-2,4,117,24230.77,Fyrrelunden 71,2635,Ishøj,"Capital, Copenhagen",Zealand,0,0.81,2.12
10/25/2018,2018Q4,540974,Townhouse,regular_sale,2019,1995000,0,4,104,19182.691,Ringmarken 21,4652,Hårlev,Other islands,Zealand,0,0.81,2.12
10/25/2018,2018Q4,540771,Villa,regular_sale,1978,1260000,-1,4,112,11250,Dalbo 26,7200,Grindsted,South jutland,Jutland,0,0.81,2.12
10/25/2018,2018Q4,540826,Villa,regular_sale,1900,1250000,-4,6,147,8503.401,Hovedgaden 28,8641,Sorring,East & mid jutland,Jutland,0,0.81,2.12
10/25/2018,2018Q4,540995,Villa,regular_sale,1989,2000000,-9,5,188,10638.298,Bogøvænget 29,5500,Middelfart,Fyn & islands,Fyn & islands,0,0.81,2.12
10/25/2018,2018Q4,540909,Villa,regular_sale,1925,2100000,5,6,173,12138.729,Sundgade 20A,6400,Sønderborg,South jutland,Jutland,0,0.81,2.12
10/25/2018,2018Q4,541000,Apartment,regular_sale,1900,5500000,-8,3,107,51401.87,"Lundsgade 9, 1. tv",2100,København A,"Capital, Copenhagen",Zealand,0,0.81,2.12
10/25/2018,2018Q4,540750,Villa,auction,1923,750000,0,6,133,5639.0977,Stationsvej 1,4532,Gislinge,Other islands,Zealand,0,0.81,2.12
10/25/2018,2018Q4,540987,Villa,regular_sale,1980,1000000,-9,5,175,5714.2856,Galgevangen 22,9520,Skørping,North jutland,Jutland,0,0.81,2.12
10/25/2018,2018Q4,540751,Villa,regular_sale,2005,1300000,31,4,117,11111.111,Vestervang 27,8305,Samsø,East & mid jutland,Jutland,0,0.81,2.12
